booking_id,pnr,route_id,from_city,to_city,provider,train_name,train_type,journey_type,booking_date,travel_date,days_until_departure,weekday,is_weekend,is_peak_season,departure_time,arrival_time,duration,duration_minutes,available_seats_at_booking,total_seats,occupancy_rate_at_booking,demand_level,delay_minutes,wifi,class_type,passenger_type,seat_number,booking_channel,base_price_at_booking,paid_price,currency,booking_status
PBK000258,PNR864201,ER0297,London,Brussels,SJ,InterCity 8348,InterCity,Connection,2025-06-05,2025-07-15,40,1,0,1,06:00,08:51,2h 51m,171,8,300,0.971,8,10,Yes,Standard,regular,11C,api_partner,189.82,189.82,EUR,Confirmed
PBK000259,PNR844037,ER0541,Warsaw,Berlin,SNCB,EuroCity 2568,EuroCity,Connection,2025-02-15,2025-03-12,25,2,0,0,10:20,12:57,2h 37m,157,218,520,0.58,2,15,Yes,First Class,youth,3C,mobile_app,113.81,97.88,EUR,Confirmed
PBK000260,PNR153015,ER0661,Rome,Milan,ÖBB,Regional 5713,Regional,Direct,2026-02-04,2026-05-24,109,6,1,0,05:50,13:04,7h 14m,434,267,520,0.486,5,5,Yes,Standard,youth,2D,mobile_app,152.85,131.45,EUR,Confirmed
PBK000261,PNR286209,ER0358,Paris,Amsterdam,SNCB,EuroCity 101,EuroCity,Direct,2025-05-21,2025-07-08,48,1,0,1,14:25,16:20,1h 55m,115,3,180,0.98,10,0,Yes,Standard,regular,20D,api_partner,173.77,173.77,EUR,Confirmed
PBK000262,PNR998746,ER0286,Zurich,Vienna,Trenitalia,Frecciarossa 2525,Frecciarossa,Direct,2025-06-29,2025-08-13,45,2,0,1,19:25,22:10,2h 45m,165,7,380,0.98,10,30,Yes,Standard,regular,6B,web,228.71,228.71,EUR,Confirmed
PBK000263,PNR334639,ER0525,Nice,Paris,Eurostar,Eurostar 9715,Eurostar,Connection,2025-12-13,2026-01-09,27,4,0,0,14:25,21:40,7h 15m,435,190,450,0.577,3,15,Yes,Standard,regular,6A,mobile_app,231.79,231.79,EUR,Confirmed
PBK000264,PNR810091,ER0160,Berlin,Frankfurt,Renfe,Avant 4037,Avant,Direct,2025-06-06,2025-09-06,92,5,1,0,21:35,23:36,2h 1m,121,87,300,0.707,7,0,Yes,First Class,regular,15C,mobile_app,128.16,128.16,EUR,Confirmed
PBK000265,PNR605139,ER0141,Cologne,Frankfurt,SBB,IR 9259,IR,Direct,2025-07-23,2025-10-06,75,0,0,0,10:20,11:44,1h 24m,84,73,220,0.666,5,0,Yes,Standard,regular,10A,agent_portal,124.22,124.22,EUR,Confirmed
PBK000266,PNR792616,ER0888,Paris,Brussels,SNCF,Intercités 7118,Intercités,Direct,2025-05-22,2025-08-12,82,1,0,1,22:30,01:03,2h 33m,153,64,180,0.644,5,0,No,Standard,regular,2D,mobile_app,155.33,155.33,EUR,Confirmed
PBK000267,PNR819656,ER0594,Paris,Lyon,Eurostar+SNCF,Eurostar+TGV 7306,Eurostar+TGV,Connection,2026-01-05,2026-01-09,4,4,0,0,06:50,10:01,3h 11m,191,95,380,0.75,4,0,Yes,First Class,senior,11B,mobile_app,140.2,114.96,EUR,Confirmed
PBK000268,PNR860413,ER0043,Brussels,Cologne,DB+ÖBB,ICE+Railjet 6467,ICE+Railjet,Connection,2025-09-01,2025-12-27,117,5,1,1,06:20,07:32,1h 12m,72,73,380,0.807,10,0,Yes,First Class,regular,5C,api_partner,162.46,162.46,EUR,Confirmed
PBK000269,PNR714015,ER0920,Madrid,Seville,SNCB,IC 2120,IC,Direct,2025-04-04,2025-07-01,88,1,0,1,17:10,19:17,2h 7m,127,71,600,0.882,10,45,Yes,Standard,regular,12C,agent_portal,150.97,150.97,EUR,Confirmed
PBK000270,PNR533174,ER0604,Oslo,Stockholm,SNCF+DB,TER+ICE 393,TER+ICE,Connection,2025-03-02,2025-05-02,61,4,0,0,11:30,14:00,2h 30m,150,108,450,0.76,6,20,Yes,Standard,youth,13C,web,165.07,141.96,EUR,Confirmed
PBK000271,PNR448787,ER0132,Munich,Vienna,SNCB,EuroCity 6612,EuroCity,Connection,2025-03-19,2025-04-06,18,6,1,0,20:15,00:04,3h 49m,229,7,380,0.98,8,0,No,First Class,regular,3D,mobile_app,216.66,216.66,EUR,Refunded
PBK000272,PNR764259,ER0826,Oslo,Stockholm,SJ,InterCity 8842,InterCity,Connection,2025-06-10,2025-08-31,82,6,1,1,09:10,13:07,3h 57m,237,41,180,0.768,8,0,Yes,Standard,regular,5D,web,193.08,193.08,EUR,Confirmed
PBK000273,PNR757128,ER0529,London,Brussels,DB,IC 8140,IC,Connection,2025-09-02,2025-10-22,50,2,0,0,19:05,21:04,1h 59m,119,15,300,0.947,8,10,Yes,First Class,senior,1A,mobile_app,164.85,135.18,EUR,Confirmed
PBK000274,PNR578073,ER0640,Nice,Paris,Eurostar+SNCF,Eurostar+TGV 790,Eurostar+TGV,Connection,2025-12-22,2026-04-14,113,1,0,0,06:40,11:13,4h 33m,273,236,380,0.377,3,0,No,First Class,regular,10C,web,106.29,106.29,EUR,Confirmed
PBK000275,PNR120053,ER0737,Berlin,Frankfurt,Trenitalia,Intercity 8963,Intercity,Direct,2025-09-26,2025-11-09,44,6,1,0,06:50,08:58,2h 8m,128,93,180,0.479,2,15,Yes,Standard,regular,6D,mobile_app,129.85,129.85,EUR,Confirmed
PBK000276,PNR722774,ER0816,Berlin,Frankfurt,Eurostar+SNCF,Eurostar+TGV 1755,Eurostar+TGV,Connection,2025-03-09,2025-04-06,28,6,1,0,20:20,01:03,4h 43m,283,202,600,0.663,4,10,Yes,Standard,regular,18A,agent_portal,145.77,145.77,EUR,Confirmed
PBK000277,PNR415743,ER0692,Cologne,Frankfurt,Eurostar,Eurostar 4351,Eurostar,Connection,2025-12-01,2026-03-19,108,3,0,0,07:30,09:28,1h 58m,118,154,380,0.593,6,0,No,Standard,regular,7A,mobile_app,159.0,159.0,EUR,Confirmed
PBK000278,PNR922880,ER0553,Oslo,Stockholm,Eurostar,Eurostar 8197,Eurostar,Direct,2025-12-06,2026-02-11,67,2,0,0,15:55,18:41,2h 46m,166,94,180,0.476,3,5,Yes,Standard,regular,10A,web,165.69,165.69,EUR,Confirmed
PBK000279,PNR317782,ER0707,Prague,Berlin,SNCF,TGV INOUI 5971,TGV INOUI,Direct,2025-11-08,2025-12-04,26,3,0,1,20:40,23:10,2h 30m,150,9,450,0.98,7,0,No,First Class,regular,18D,web,194.19,194.19,EUR,Cancelled
PBK000280,PNR858711,ER0902,Lisbon,Madrid,SBB,InterCity 4162,InterCity,Direct,2025-06-19,2025-07-20,31,6,1,1,09:45,12:10,2h 25m,145,9,450,0.98,10,45,Yes,First Class,regular,17A,web,232.95,232.95,EUR,Confirmed
PBK000281,PNR940534,ER0987,Amsterdam,Berlin,SNCF+DB,TGV+ICE 9262,TGV+ICE,Connection,2025-05-12,2025-08-03,83,6,1,1,22:45,04:00,5h 15m,315,34,220,0.843,9,0,No,First Class,senior,10C,web,242.03,198.46,EUR,Confirmed
PBK000282,PNR868677,ER0693,Milan,Zurich,SNCF,Intercités 2364,Intercités,Direct,2026-01-14,2026-01-29,15,3,0,0,21:00,22:09,1h 9m,69,9,450,0.98,10,0,Yes,Standard,regular,20C,api_partner,186.74,186.74,EUR,Confirmed
PBK000283,PNR829987,ER0769,Milan,Zurich,ÖBB,Regional 7220,Regional,Connection,2025-06-25,2025-07-19,24,5,1,1,22:45,02:01,3h 16m,196,3,180,0.98,10,10,No,First Class,senior,4B,mobile_app,227.74,186.75,EUR,Confirmed
PBK000284,PNR817712,ER0287,Paris,Berlin,SNCB,IC 1837,IC,Direct,2026-03-09,2026-03-30,21,0,0,0,08:25,16:53,8h 28m,508,36,180,0.799,5,0,Yes,First Class,regular,12A,api_partner,225.06,225.06,EUR,Refunded
PBK000285,PNR802382,ER0714,Paris,Brussels,Trenitalia,Intercity 4239,Intercity,Direct,2025-03-08,2025-05-09,62,4,0,0,07:55,09:05,1h 10m,70,100,300,0.665,5,30,Yes,Standard,regular,17B,web,98.9,98.9,EUR,Confirmed
PBK000286,PNR630126,ER0208,Munich,Vienna,Eurostar,Eurostar 4585,Eurostar,Connection,2025-12-19,2026-03-19,90,3,0,0,05:25,08:10,2h 45m,165,95,220,0.566,4,15,Yes,Standard,regular,1B,web,161.8,161.8,EUR,Confirmed
PBK000287,PNR182659,ER0039,Berlin,Frankfurt,NS,Intercity 9726,Intercity,Connection,2026-03-22,2026-04-13,22,0,0,0,19:20,22:17,2h 57m,177,72,300,0.758,5,0,No,Standard,regular,13B,api_partner,154.94,154.94,EUR,Confirmed
PBK000288,PNR966028,ER0234,London,Paris,SNCB,EuroCity 4566,EuroCity,Connection,2025-10-21,2025-12-18,58,3,0,1,06:05,08:45,2h 40m,160,10,520,0.98,10,15,Yes,Standard,regular,2A,api_partner,199.14,199.14,EUR,Confirmed
PBK000289,PNR448098,ER0683,Prague,Berlin,NS,Sprinter 1853,Sprinter,Connection,2025-11-13,2026-02-03,82,1,0,0,18:45,00:17,5h 32m,332,77,180,0.572,5,0,Yes,First Class,regular,8D,web,146.11,146.11,EUR,Confirmed
PBK000290,PNR836201,ER0320,Paris,Berlin,SNCB,IC 7757,IC,Connection,2025-11-04,2026-01-04,61,6,1,0,11:15,16:41,5h 26m,326,273,600,0.544,3,0,Yes,Standard,regular,10C,agent_portal,120.61,120.61,EUR,Confirmed
PBK000291,PNR964607,ER0400,London,Paris,SNCB,IC 9007,IC,Direct,2025-03-26,2025-05-29,64,3,0,0,10:25,13:26,3h 1m,181,12,600,0.98,10,0,Yes,Standard,regular,7D,api_partner,170.43,170.43,EUR,Confirmed
PBK000292,PNR656127,ER0740,Cologne,Frankfurt,SBB,IR 7698,IR,Connection,2025-02-25,2025-06-02,97,0,0,1,16:25,17:41,1h 16m,76,255,450,0.433,2,45,Yes,First Class,regular,16A,mobile_app,117.11,117.11,EUR,Confirmed
PBK000293,PNR506224,ER0181,London,Paris,SNCF,Intercités 8590,Intercités,Direct,2026-04-24,2026-06-19,56,4,0,1,16:30,18:19,1h 49m,109,7,380,0.98,10,0,Yes,First Class,regular,5A,mobile_app,190.69,190.69,EUR,Confirmed
PBK000294,PNR943890,ER0104,Berlin,Frankfurt,Eurostar+SNCF,Eurostar+TGV 3619,Eurostar+TGV,Connection,2026-03-28,2026-05-09,42,5,1,0,05:55,09:04,3h 9m,189,163,520,0.686,3,20,Yes,Standard,regular,10D,agent_portal,142.54,142.54,EUR,Confirmed
PBK000295,PNR754487,ER0233,Brussels,Amsterdam,DB+ÖBB,ICE+Railjet 4431,ICE+Railjet,Connection,2025-11-05,2026-02-03,90,1,0,0,19:55,21:29,1h 34m,94,54,600,0.91,9,45,Yes,First Class,senior,7B,mobile_app,128.04,104.99,EUR,Confirmed
PBK000296,PNR711116,ER0623,Munich,Vienna,Renfe,Avant 2671,Avant,Connection,2025-06-26,2025-10-22,118,2,0,0,22:55,02:17,3h 22m,202,158,300,0.47,4,0,Yes,First Class,senior,18D,agent_portal,92.79,76.09,EUR,Cancelled
PBK000297,PNR252386,ER0594,Paris,Lyon,Eurostar+SNCF,Eurostar+TGV 7306,Eurostar+TGV,Connection,2025-12-30,2026-02-22,54,6,1,0,06:50,10:01,3h 11m,191,86,380,0.773,6,0,Yes,Standard,senior,1D,web,162.75,133.45,EUR,Confirmed
PBK000298,PNR476105,ER0593,Vienna,Prague,SNCB,EuroCity 1081,EuroCity,Connection,2025-04-13,2025-05-18,35,6,1,0,21:10,00:17,3h 7m,187,82,300,0.726,5,0,Yes,Standard,regular,7A,agent_portal,140.3,140.3,EUR,Confirmed
PBK000299,PNR506380,ER0530,Madrid,Barcelona,SNCB,EuroCity 7229,EuroCity,Direct,2026-03-21,2026-06-16,87,1,0,1,09:35,12:13,2h 38m,158,50,520,0.903,9,5,Yes,Standard,regular,2D,agent_portal,155.7,155.7,EUR,Cancelled
PBK000300,PNR913848,ER0950,Vienna,Prague,SNCB,IC 7373,IC,Connection,2025-12-17,2026-01-27,41,1,0,0,08:10,10:18,2h 8m,128,51,180,0.716,4,0,Yes,First Class,youth,19B,agent_portal,130.14,111.92,EUR,Refunded
PBK000301,PNR236384,ER0500,Milan,Zurich,SBB,InterCity 9368,InterCity,Connection,2025-05-31,2025-07-28,58,0,0,1,09:05,11:26,2h 21m,141,15,450,0.966,10,15,Yes,Standard,regular,9C,api_partner,201.09,201.09,EUR,Confirmed
PBK000302,PNR176421,ER0478,London,Brussels,Trenitalia,Intercity 2971,Intercity,Direct,2025-05-11,2025-05-12,1,0,0,0,06:45,09:28,2h 43m,163,73,380,0.807,5,0,Yes,First Class,regular,16C,agent_portal,157.23,157.23,EUR,Confirmed
PBK000303,PNR447148,ER0985,Hamburg,Munich,DB,ICE 5251,ICE,Direct,2025-04-23,2025-05-17,24,5,1,0,08:15,12:39,4h 24m,264,59,450,0.868,7,0,No,Standard,regular,7C,mobile_app,225.3,225.3,EUR,Confirmed
PBK000304,PNR773462,ER0006,Paris,Brussels,DB+ÖBB,ICE+Railjet 1932,ICE+Railjet,Connection,2026-01-21,2026-04-11,80,5,1,0,10:40,13:08,2h 28m,148,128,220,0.417,1,0,No,First Class,regular,15B,agent_portal,92.42,92.42,EUR,Cancelled
PBK000305,PNR639292,ER0726,Paris,Amsterdam,Eurostar+SNCF,Eurostar+TGV 5461,Eurostar+TGV,Connection,2025-05-05,2025-05-11,6,6,1,0,13:55,16:21,2h 26m,146,10,520,0.98,8,30,Yes,First Class,regular,1C,agent_portal,197.98,197.98,EUR,Confirmed
PBK000306,PNR802897,ER0849,Berlin,Munich,DB,RE 8232,RE,Direct,2025-01-23,2025-03-02,38,6,1,0,06:05,13:45,7h 40m,460,12,600,0.98,10,5,Yes,First Class,child,3B,web,259.64,142.8,EUR,Confirmed
PBK000307,PNR581532,ER0138,Hamburg,Munich,SNCF+DB,TGV+ICE 245,TGV+ICE,Connection,2026-03-19,2026-06-15,88,0,0,1,11:15,15:25,4h 10m,250,50,380,0.867,9,5,Yes,First Class,regular,5A,web,219.91,219.91,EUR,Confirmed
PBK000308,PNR760830,ER0172,Brussels,Amsterdam,SJ,X2000 9927,X2000,Connection,2025-02-14,2025-02-24,10,0,0,0,21:50,23:27,1h 37m,97,3,180,0.98,10,45,No,Standard,youth,13D,api_partner,173.9,149.55,EUR,Confirmed
PBK000309,PNR403915,ER0832,Milan,Venice,SNCB,EuroCity 8516,EuroCity,Direct,2025-01-09,2025-02-28,50,4,0,0,22:30,00:12,1h 42m,102,237,520,0.543,2,30,Yes,First Class,senior,12A,web,80.19,65.76,EUR,Confirmed
PBK000310,PNR935474,ER0671,Paris,Lyon,ÖBB,Regional 1526,Regional,Connection,2025-02-14,2025-03-23,37,6,1,0,10:15,15:16,5h 1m,301,14,220,0.932,8,10,Yes,First Class,regular,5D,mobile_app,191.7,191.7,EUR,Confirmed
PBK000311,PNR229221,ER0127,Berlin,Munich,DB+ÖBB,ICE+Railjet 3400,ICE+Railjet,Connection,2025-11-21,2025-12-10,19,2,0,1,06:15,09:13,2h 58m,178,4,220,0.98,9,30,Yes,Standard,child,18B,web,219.14,120.53,EUR,Confirmed
PBK000312,PNR331512,ER0417,Hamburg,Munich,PKP,IC 3222,IC,Direct,2025-11-02,2025-12-23,51,1,0,1,16:25,20:45,4h 20m,260,114,450,0.746,6,15,Yes,First Class,regular,6B,mobile_app,174.9,174.9,EUR,Confirmed
PBK000313,PNR362865,ER0097,Lyon,Barcelona,Eurostar+SNCF,Eurostar+TGV 7453,Eurostar+TGV,Connection,2025-04-10,2025-04-25,15,4,0,0,14:35,19:01,4h 26m,266,56,300,0.811,4,0,Yes,Standard,regular,10A,web,195.54,195.54,EUR,Confirmed
PBK000314,PNR572536,ER0968,Munich,Vienna,SNCB,EuroCity 1186,EuroCity,Connection,2025-10-25,2025-12-27,63,5,1,1,10:30,13:08,2h 38m,158,10,300,0.963,9,10,Yes,Standard,regular,11D,mobile_app,186.07,186.07,EUR,Confirmed
PBK000315,PNR846794,ER0349,Brussels,Amsterdam,Eurostar+SNCF,Eurostar+TGV 620,Eurostar+TGV,Connection,2025-06-06,2025-09-03,89,2,0,0,08:55,10:39,1h 44m,104,136,380,0.641,6,0,No,First Class,regular,8B,agent_portal,115.36,115.36,EUR,Confirmed
PBK000316,PNR284308,ER0859,Zurich,Vienna,SBB,InterCity 7620,InterCity,Direct,2025-05-22,2025-09-07,108,6,1,0,19:20,22:22,3h 2m,182,130,450,0.709,8,5,Yes,First Class,regular,16A,agent_portal,177.26,177.26,EUR,Confirmed
PBK000317,PNR952117,ER0030,Rome,Milan,NS,Sprinter 2673,Sprinter,Direct,2026-03-07,2026-04-12,36,6,1,0,06:45,10:54,4h 9m,249,48,450,0.893,7,0,Yes,First Class,senior,17A,web,170.57,139.87,EUR,Confirmed
PBK000318,PNR334153,ER0927,Madrid,Barcelona,DB+ÖBB,ICE+Railjet 582,ICE+Railjet,Connection,2026-01-29,2026-04-15,76,2,0,0,18:45,21:49,3h 4m,184,78,380,0.794,8,0,No,First Class,regular,12D,mobile_app,168.39,168.39,EUR,Confirmed
PBK000319,PNR567896,ER0626,Nice,Paris,SNCB,EuroCity 9613,EuroCity,Direct,2025-05-29,2025-06-16,18,0,0,1,09:00,15:01,6h 1m,361,201,600,0.664,3,30,No,Standard,youth,17B,mobile_app,175.87,151.25,EUR,Confirmed
PBK000320,PNR377198,ER0359,Vienna,Prague,SBB,IR 2298,IR,Direct,2025-10-17,2026-01-10,85,5,1,0,06:15,08:55,2h 40m,160,77,220,0.647,5,0,Yes,Standard,regular,8A,api_partner,139.98,139.98,EUR,Confirmed
PBK000321,PNR975427,ER0338,Brussels,Cologne,Eurostar+SNCF,Eurostar+TGV 7120,Eurostar+TGV,Connection,2025-12-09,2026-01-05,27,0,0,0,21:50,00:01,2h 11m,131,50,300,0.831,6,45,Yes,First Class,regular,4C,agent_portal,143.47,143.47,EUR,Confirmed
PBK000322,PNR470040,ER0617,London,Paris,Renfe,Alvia 7199,Alvia,Direct,2025-10-06,2025-12-18,73,3,0,1,12:35,14:56,2h 21m,141,30,600,0.949,10,5,Yes,Standard,regular,8D,api_partner,192.78,192.78,EUR,Confirmed
PBK000323,PNR295984,ER0165,Berlin,Munich,SNCF+DB,TER+ICE 5108,TER+ICE,Connection,2025-09-04,2025-12-27,114,5,1,1,08:20,11:38,3h 18m,198,46,220,0.79,10,10,Yes,Standard,regular,7B,agent_portal,188.96,188.96,EUR,Confirmed
PBK000324,PNR778700,ER0575,Milan,Venice,SNCB,EuroCity 9044,EuroCity,Connection,2026-01-03,2026-04-18,105,5,1,0,21:15,22:45,1h 30m,90,241,520,0.535,4,0,Yes,Standard,regular,7B,api_partner,116.46,116.46,EUR,Confirmed
PBK000325,PNR728471,ER0677,Rome,Milan,SNCF,TGV INOUI 1633,TGV INOUI,Connection,2025-01-23,2025-02-09,17,6,1,0,15:05,18:59,3h 54m,234,22,220,0.9,6,0,Yes,First Class,regular,6D,agent_portal,178.44,178.44,EUR,Confirmed
PBK000326,PNR730025,ER0606,Prague,Berlin,Trenitalia,Frecciarossa 4123,Frecciarossa,Direct,2026-03-26,2026-06-27,93,5,1,1,10:40,12:16,1h 36m,96,56,380,0.853,8,0,Yes,Standard,youth,8D,mobile_app,183.69,157.97,EUR,Confirmed
PBK000327,PNR504186,ER0933,Milan,Zurich,SNCF+DB,TER+ICE 6455,TER+ICE,Connection,2026-02-25,2026-06-04,99,3,0,1,09:15,12:03,2h 48m,168,86,600,0.855,10,20,Yes,Standard,youth,8D,web,200.22,172.19,EUR,Confirmed
PBK000328,PNR197716,ER0321,Warsaw,Berlin,SNCF,TER 6658,TER,Connection,2025-04-14,2025-06-20,67,4,0,1,19:45,03:42,7h 57m,477,33,220,0.846,8,10,No,Standard,regular,18A,web,186.45,186.45,EUR,Confirmed
PBK000329,PNR340633,ER0509,Lyon,Barcelona,ÖBB,Nightjet 9779,Nightjet,Direct,2026-04-07,2026-06-24,78,2,0,1,10:55,13:51,2h 56m,176,65,180,0.636,4,10,Yes,Standard,regular,2D,agent_portal,161.74,161.74,EUR,Confirmed
PBK000330,PNR187889,ER0895,Berlin,Munich,NS,Intercity 8580,Intercity,Connection,2025-07-15,2025-08-29,45,4,0,1,06:35,09:30,2h 55m,175,7,220,0.967,8,0,No,Standard,regular,16B,agent_portal,184.12,184.12,EUR,Confirmed
PBK000331,PNR528705,ER0932,London,Brussels,SNCF+DB,TGV+ICE 2776,TGV+ICE,Connection,2025-10-06,2025-11-28,53,4,0,0,12:20,15:41,3h 21m,201,85,450,0.81,6,0,Yes,Standard,regular,7C,api_partner,154.37,154.37,EUR,Confirmed
PBK000332,PNR678923,ER0788,Prague,Berlin,Eurostar,Eurostar 8902,Eurostar,Direct,2025-08-07,2025-10-30,84,3,0,0,05:05,06:34,1h 29m,89,200,450,0.554,4,0,Yes,First Class,child,7D,api_partner,142.03,78.12,EUR,Confirmed
PBK000333,PNR921149,ER0729,London,Brussels,SBB,EuroCity 7379,EuroCity,Direct,2025-07-09,2025-09-19,72,4,0,0,17:10,19:01,1h 51m,111,229,600,0.618,5,10,Yes,First Class,senior,8D,web,127.0,104.14,EUR,Cancelled
PBK000334,PNR594580,ER0002,Madrid,Barcelona,Trenitalia,Frecciarossa 6301,Frecciarossa,Connection,2025-02-21,2025-03-21,28,4,0,0,16:45,20:52,4h 7m,247,30,180,0.829,5,20,Yes,First Class,regular,3B,web,178.77,178.77,EUR,Confirmed
PBK000335,PNR911187,ER0703,Marseille,Paris,SNCF,TGV INOUI 2160,TGV INOUI,Direct,2025-02-02,2025-03-08,34,5,1,0,22:30,03:37,5h 7m,307,110,450,0.754,6,0,Yes,Standard,regular,20A,agent_portal,199.54,199.54,EUR,Confirmed
PBK000336,PNR806765,ER0651,Munich,Vienna,SNCF+DB,TGV+ICE 2273,TGV+ICE,Connection,2025-08-13,2025-08-15,2,4,0,1,13:05,15:18,2h 13m,133,7,380,0.98,8,0,Yes,Standard,senior,20B,mobile_app,219.83,180.26,EUR,Confirmed
PBK000337,PNR872722,ER0625,Paris,Brussels,ÖBB,Railjet 7457,Railjet,Direct,2025-12-02,2025-12-03,1,2,0,1,22:50,00:24,1h 34m,94,9,220,0.956,7,45,Yes,First Class,regular,17A,mobile_app,203.44,203.44,EUR,Confirmed
PBK000338,PNR702833,ER0978,Warsaw,Berlin,SJ,X2000 5169,X2000,Connection,2025-02-16,2025-04-28,71,0,0,0,20:05,22:44,2h 39m,159,50,180,0.718,5,20,No,Standard,regular,15D,mobile_app,130.99,130.99,EUR,Confirmed
PBK000339,PNR690525,ER0026,Stockholm,Copenhagen,SNCF+DB,TER+ICE 4332,TER+ICE,Connection,2025-07-28,2025-10-01,65,2,0,0,12:35,16:44,4h 9m,249,139,600,0.767,7,10,No,Standard,youth,15D,agent_portal,179.85,154.67,EUR,Confirmed
PBK000340,PNR764442,ER0823,Nice,Paris,SNCB,IC 7880,IC,Direct,2026-01-23,2026-03-08,44,6,1,0,16:40,22:43,6h 3m,363,45,220,0.792,6,0,No,Standard,regular,3D,agent_portal,185.05,185.05,EUR,Confirmed
PBK000341,PNR179721,ER0274,Prague,Berlin,Eurostar+SNCF,Eurostar+TGV 1155,Eurostar+TGV,Connection,2025-04-28,2025-08-09,103,5,1,1,19:10,22:12,3h 2m,182,67,180,0.624,6,15,No,First Class,regular,13C,web,157.51,157.51,EUR,Cancelled
PBK000342,PNR378297,ER0325,Copenhagen,Hamburg,SJ,X2000 1476,X2000,Connection,2025-09-01,2025-10-12,41,6,1,0,14:30,16:52,2h 22m,142,98,600,0.835,7,10,Yes,Standard,regular,8B,mobile_app,176.95,176.95,EUR,Confirmed
PBK000343,PNR901368,ER0269,Rome,Milan,NS,Sprinter 1892,Sprinter,Connection,2026-03-04,2026-04-05,32,6,1,0,10:35,17:05,6h 30m,390,29,520,0.944,7,0,Yes,First Class,regular,20A,api_partner,186.64,186.64,EUR,Cancelled
PBK000344,PNR886609,ER0843,Zurich,Vienna,SNCF+DB,TGV+ICE 1763,TGV+ICE,Connection,2026-03-11,2026-05-12,62,1,0,0,16:40,19:48,3h 8m,188,37,600,0.938,8,20,Yes,First Class,regular,13B,agent_portal,185.78,185.78,EUR,Confirmed
PBK000345,PNR430984,ER0531,Lyon,Barcelona,SNCF,Intercités 5063,Intercités,Direct,2025-09-27,2026-01-08,103,3,0,0,22:10,01:09,2h 59m,179,171,220,0.221,1,0,Yes,First Class,regular,17D,web,77.93,77.93,EUR,Confirmed
PBK000346,PNR742865,ER0397,Copenhagen,Hamburg,DB+ÖBB,ICE+Railjet 634,ICE+Railjet,Connection,2025-12-12,2026-01-08,27,3,0,0,08:35,11:56,3h 21m,201,19,180,0.892,7,0,No,Standard,regular,9D,mobile_app,175.93,175.93,EUR,Confirmed
PBK000347,PNR953740,ER0483,Zurich,Vienna,Renfe,Alvia 2706,Alvia,Direct,2025-09-13,2025-11-07,55,4,0,0,08:30,13:20,4h 50m,290,13,220,0.94,9,0,No,Standard,regular,19B,mobile_app,205.24,205.24,EUR,Confirmed
PBK000348,PNR623866,ER0236,London,Paris,ÖBB,Regional 7529,Regional,Direct,2026-02-16,2026-03-19,31,3,0,0,08:55,14:24,5h 29m,329,110,520,0.788,6,5,Yes,Standard,regular,6D,web,160.61,160.61,EUR,Refunded
PBK000349,PNR953350,ER0520,London,Brussels,DB+ÖBB,ICE+Railjet 8246,ICE+Railjet,Connection,2026-03-11,2026-05-31,81,6,1,0,12:25,14:18,1h 53m,113,99,300,0.668,5,0,Yes,Standard,regular,2B,mobile_app,117.75,117.75,EUR,Confirmed
PBK000350,PNR812597,ER0763,Nice,Paris,PKP,IC 5961,IC,Direct,2025-11-19,2025-12-02,13,1,0,1,17:45,21:13,3h 28m,208,78,300,0.739,4,45,Yes,First Class,regular,4C,api_partner,165.27,165.27,EUR,Confirmed
PBK000351,PNR743473,ER0785,Milan,Zurich,NS,Sprinter 2292,Sprinter,Direct,2025-10-22,2026-01-14,84,2,0,0,09:00,11:49,2h 49m,169,46,220,0.788,7,15,Yes,Standard,senior,3D,api_partner,137.2,112.5,EUR,Confirmed
PBK000352,PNR460317,ER0629,Prague,Berlin,PKP,IC 1493,IC,Connection,2025-03-16,2025-07-06,112,6,1,1,17:50,21:36,3h 46m,226,123,520,0.763,9,5,Yes,Standard,youth,3B,web,211.1,181.55,EUR,Confirmed
PBK000353,PNR292818,ER0270,Zurich,Vienna,SJ,InterCity 540,InterCity,Direct,2025-12-01,2026-01-08,38,3,0,0,15:00,20:57,5h 57m,357,21,300,0.929,8,0,Yes,Standard,senior,14B,api_partner,199.73,163.78,EUR,Confirmed
PBK000354,PNR127645,ER0599,Paris,Amsterdam,Eurostar+SNCF,Eurostar+TGV 5175,Eurostar+TGV,Connection,2025-05-01,2025-07-25,85,4,0,1,14:25,17:37,3h 12m,192,34,380,0.91,9,45,Yes,Standard,regular,16A,web,192.37,192.37,EUR,Confirmed
PBK000355,PNR237654,ER0059,Paris,Lyon,ÖBB,Nightjet 9445,Nightjet,Direct,2025-02-12,2025-02-26,14,2,0,0,19:15,21:34,2h 19m,139,19,220,0.913,6,5,Yes,First Class,regular,15B,agent_portal,177.36,177.36,EUR,Confirmed
PBK000356,PNR719531,ER0682,Milan,Zurich,DB,ICE 1327,ICE,Connection,2025-01-15,2025-01-20,5,0,0,0,17:20,18:57,1h 37m,97,50,450,0.887,6,0,Yes,First Class,regular,18B,mobile_app,163.88,163.88,EUR,Confirmed
PBK000357,PNR422823,ER0307,Lisbon,Madrid,NS,Sprinter 9442,Sprinter,Direct,2026-01-19,2026-04-11,82,5,1,0,14:40,20:05,5h 25m,325,59,600,0.901,9,30,Yes,Standard,regular,3D,mobile_app,177.97,177.97,EUR,Confirmed
